,id,name,description,unit,status,calculationMethod,category,oldConvention,cfConvention,timeOffsets,sensorLevels,codeTable
424,over_time(time_of_maximum_wind_speed P1M),Date for maximum wind speed (month),Date of maximum wind speed occurrence (date format: dd.mm.yyyy),Date,METNO-name,"{'baseName': 'time_of_maximum_wind_speed', 'method': 'over_time', 'period': 'P1M', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Wind,"{'elementCodes': ['FXXDT'], 'unit': 'Date'}",,,,
425,over_time(time_of_maximum_wind_speed PT1H),Time of maximum mean wind speed (1 h),Time of maximum wind speed occurrence (time format: hhmm),time,METNO-name,"{'baseName': 'time_of_maximum_wind_speed', 'method': 'over_time', 'period': 'PT1H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Wind,"{'elementCodes': ['KLFX', 'KLFX4_1', 'KLFX8_1', 'KLFX_1', 'X1KLFX_1'], 'unit': 'N/A'}",,,"{'levelType': 'height_above_ground', 'unit': 'm', 'defaultValue': 10, 'values': [10]}",
426,over_time(time_of_maximum_wind_speed_of_gust PT1H),Time of maximum wind gust (1 h),Time of maximum wind gust occurrence (time format: hhmm),time,METNO-name,"{'baseName': 'time_of_maximum_wind_speed_of_gust', 'method': 'over_time', 'period': 'PT1H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Wind,"{'elementCodes': ['KLFG', 'KLFG4_1', 'KLFG8_1', 'KLFG_1', 'X1KLFG_1'], 'unit': 'N/A'}",,,"{'levelType': 'height_above_ground', 'unit': 'm', 'defaultValue': 10, 'values': [10]}",
427,over_time(time_of_minimum_air_temperature P1M),Date of minimum temperature (month),The day the monthly minimum temperature was recorded,Date,METNO-name,"{'baseName': 'time_of_minimum_air_temperature', 'method': 'over_time', 'period': 'P1M', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Temperature,"{'elementCodes': ['TANDT'], 'unit': 'Date'}",,{'values': ['PT0H']},,
428,over_time(weather_class1_primary_significance P1D),Past weather 1 (24 h),"Weather last 24 hours, code (number or letter) for main type of weather.",code,METNO-name,"{'baseName': 'weather_class1_primary_significance', 'method': 'over_time', 'period': 'P1D', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['V_24'], 'unit': 'code'}",,,,weather_class1_significance
429,over_time(weather_class1_primary_significance PT6H),Past weather 1 (6 h),"Weather during six or twelve hours before time of observation, code (number or letter) for different types of weather, up to four codes may be given (Past weather 1-4). All four codes should be extracted when used. ",code,METNO-name,"{'baseName': 'weather_class1_primary_significance', 'method': 'over_time', 'period': 'PT6H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['V4'], 'unit': 'code'}",,,,weather_class1_significance
430,over_time(weather_class1_primary_significance_intensity PT6H),Intensity of past weather 1 (6 h),"Intencity of past weather 1, e.g. heavy (rain) or light (showers of snow).",code,METNO-name,"{'baseName': 'weather_class1_primary_significance_intensity', 'method': 'over_time', 'period': 'PT6H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['V4S'], 'unit': 'code'}",,,,weather_class1_intensity
431,over_time(weather_class1_quaternary_significance PT6H),Past weather 4 (6 h),"Weather during six or twelve hours before time of observation, code (number or letter) for different types of weather, up to four codes may be given (Past weather 1-4). All four codes should be extracted when used. ",code,METNO-name,"{'baseName': 'weather_class1_quaternary_significance', 'method': 'over_time', 'period': 'PT6H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['V7'], 'unit': 'code'}",,,,weather_class1_significance
432,over_time(weather_class1_secondary_significance PT6H),Past weather 2 (6 h),"Weather during six or twelve hours before time of observation, code (number or letter) for different types of weather, up to four codes may be given (Past weather 1-4). All four codes should be extracted when used. ",code,METNO-name,"{'baseName': 'weather_class1_secondary_significance', 'method': 'over_time', 'period': 'PT6H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['V5'], 'unit': 'code'}",,,,weather_class1_significance
433,over_time(weather_class1_secondary_significance_intensity PT6H),Intensity of past weather 2 (6 h),"Intencity of past weather 2, e.g. heavy (rain) or light (showers of snow).",code,METNO-name,"{'baseName': 'weather_class1_secondary_significance_intensity', 'method': 'over_time', 'period': 'PT6H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['V5S'], 'unit': 'code'}",,,,weather_class1_intensity
434,over_time(weather_class1_tertiary_significance PT6H),Past weather 3 (6 h),"Weather during six or twelve hours before time of observation, code (number or letter) for different types of weather, up to four codes may be given (Past weather 1-4). All four codes should be extracted when used. ",code,METNO-name,"{'baseName': 'weather_class1_tertiary_significance', 'method': 'over_time', 'period': 'PT6H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['V6'], 'unit': 'code'}",,,,weather_class1_significance
435,over_time(weather_class1_tertiary_significance_intensity PT6H),Intensity of past weather 3 (6 h),"Intencity of past weather 3, e.g. heavy (rain) or light (showers of snow).",code,METNO-name,"{'baseName': 'weather_class1_tertiary_significance_intensity', 'method': 'over_time', 'period': 'PT6H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['V6S'], 'unit': 'code'}",,,,weather_class1_intensity
436,over_time(weather_cloud_symbol PT6H),Weather symbol (icon number),Weather symbol is a number corresponding to the visualization of the weather as an icon. Weather symbol is derived from a combination of cloud cover (cloud_area_fraction) and type of weather (weather_type).,code,METNO-name,"{'baseName': 'weather_cloud_symbol', 'method': 'over_time', 'period': 'PT6H', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['versymbol(stnr,dato)'], 'unit': 'n/a'}",,,,weather_symbol
437,over_time(weather_type_additional1),Additional information about the weather 1,"Additional information 1 about the weather.Timespan of this observation depends on time of day: At reference time 00, 06, 12, 18 UTC: over last 6 hours. At reference time 03, 09, 15, 21 UTC: over last 3 hours. At reference time 01,02,04,05,07 … 22,23 UTC: over last hour.
",code,METNO-name,"{'baseName': 'weather_type_additional1', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['X1WD'], 'unit': 'code'}",,{'values': ['PT0H']},,past_weather_info
438,over_time(weather_type_additional2),Additional information about the weather 2,"Additional information 2 about the weather.Timespan of this observation depends on time of day: At reference time 00, 06, 12, 18 UTC: over last 6 hours. At reference time 03, 09, 15, 21 UTC: over last 3 hours. At reference time 01,02,04,05,07 … 22,23 UTC: over last hour.
",code,METNO-name,"{'baseName': 'weather_type_additional2', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['X2WD'], 'unit': 'code'}",,{'values': ['PT0H']},,past_weather_info
439,over_time(weather_type_additional3),Additional information about the weather 3,"Additional information 3 about the weather.Timespan of this observation depends on time of day: At reference time 00, 06, 12, 18 UTC: over last 6 hours. At reference time 03, 09, 15, 21 UTC: over last 3 hours. At reference time 01,02,04,05,07 … 22,23 UTC: over last hour.
",code,METNO-name,"{'baseName': 'weather_type_additional3', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['X3WD'], 'unit': 'code'}",,{'values': ['PT0H']},,past_weather_info
440,over_time(weather_type_automatic PT1M),"Present weather, last 1 min, BUFR 0 020 003","Present weather, automatically measured, Vaisala NWS in PWD22",code,METNO-name,"{'baseName': 'weather_type_automatic', 'method': 'over_time', 'period': 'PT1M', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['WAWA_NWS'], 'unit': 'Code'}",,,,precipitation_nws
441,over_time(weather_type_automatic_primary_significance),"Prominent weather, automatic measurement","Highest code for weather since last observation (code 0 - 9), from WMO code table 4531, automatically measured.",code,METNO-name,"{'baseName': 'weather_type_automatic_primary_significance', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['WA1'], 'unit': 'code'}",,{'values': ['PT0H']},,past_weather_automatic
442,over_time(weather_type_automatic_secondary_significance),"Second prominent weather, automatic measurement","Second highest code for weather since last observation(code 0 - 9), from WMO code table 4531, automatically measured.",code,METNO-name,"{'baseName': 'weather_type_automatic_secondary_significance', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['WA2'], 'unit': 'code'}",,{'values': ['PT0H']},,past_weather_automatic
443,over_time(weather_type_primary_significance),Prominent weather,"Highest code for weather (code 0 - 9). Timespan of this observation depends on time of day: At reference time 00, 06, 12, 18 UTC: over last 6 hours. At reference time 03, 09, 15, 21 UTC: over last 3 hours. At reference time 01,02,04,05,07 … 22,23 UTC: over last hour.",code,METNO-name,"{'baseName': 'weather_type_primary_significance', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['W1'], 'unit': 'code'}",,,,past_weather
444,over_time(weather_type_primary_significance_metar),Prominent Significant weather  (0.5-1 h),"Prominent Significant weather since last METAR or last hour, METAR code.",code,METNO-name,"{'baseName': 'weather_type_primary_significance_metar', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['REWW'], 'unit': 'code'}",,{'values': ['PT20M']},,
445,over_time(weather_type_secondary_significance),Second prominent weather,"Second highest code for weather (code 0 - 9). Timespan of this observation depends on time of day: At reference time 00, 06, 12, 18 UTC: over last 6 hours. At reference time 03, 09, 15, 21 UTC: over last 3 hours. At reference time 01,02,04,05,07 … 22,23 UTC: over last hour.",code,METNO-name,"{'baseName': 'weather_type_secondary_significance', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['W2'], 'unit': 'code'}",,,,past_weather
446,over_time(weather_type_secondary_significance_metar),Second prominent significant weather  (0.5-1 h),"Second prominent significant weather since last METAR or last hour, METAR code.",code,METNO-name,"{'baseName': 'weather_type_secondary_significance_metar', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['REWW2'], 'unit': 'code'}",,{'values': ['PT20M']},,
447,over_time(weather_type_tertiary_significance_metar),Third prominent significant weather  (0.5-1 h),"Third prominent significant weather since last METAR or last hour, METAR code.",code,METNO-name,"{'baseName': 'weather_type_tertiary_significance_metar', 'method': 'over_time', 'methodDescription': 'A method to describe the observation of what has happened since last observation, often used for type of weather.'}",Weather,"{'elementCodes': ['REWW3'], 'unit': 'code'}",,{'values': ['PT20M']},,
448,precipitation_amount,Precipitation tipping bucket,Tipping bucket. The gauge tips for every 0.1 mm. Each tip is registered along with the time stamp for the tip. This is the basis for calcutation of precipitation sum per minute,mm,CF-name,{'baseName': 'precipitation_amount'},Precipitation,"{'elementCodes': ['RRVIPP'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'unit': 'kg m-2', 'version': '44'}",{'values': ['PT0H']},,
